"k","signal_mode","beta","signal_cluster","cluster_n_otus_template","method","power","n_nonmissing"
4,"prevalence",0.7,2,154,"ILR_euclidean_pc0.01",1,100
4,"prevalence",0.7,2,154,"ILR_euclidean_pc0.1",0.99,100
4,"prevalence",0.7,2,154,"ILR_euclidean_pc0.5",0.98,100
4,"prevalence",0.7,2,154,"ILR_euclidean_pc1",0.98,100
4,"prevalence",0.7,2,154,"aitchison",0.99,100
4,"prevalence",0.7,2,154,"aitchison_pc0.01",1,100
4,"prevalence",0.7,2,154,"aitchison_pc0.1",0.99,100
4,"prevalence",0.7,2,154,"aitchison_pc1",0.98,100
4,"prevalence",0.7,2,154,"bray",0.16,100
4,"prevalence",0.7,2,154,"euclidean",0.05,100
4,"prevalence",0.7,2,154,"jaccard",1,100
4,"prevalence",0.75,2,154,"AHC_euclidean",0.26,100
4,"prevalence",0.75,2,154,"ILR_euclidean_pc0.01",0.99,100
4,"prevalence",0.75,2,154,"ILR_euclidean_pc0.1",0.98,100
4,"prevalence",0.75,2,154,"ILR_euclidean_pc0.5",0.98,100
4,"prevalence",0.75,2,154,"ILR_euclidean_pc1",0.98,100
4,"prevalence",0.75,2,154,"aitchison",0.98,100
4,"prevalence",0.75,2,154,"aitchison_pc0.01",0.99,100
4,"prevalence",0.75,2,154,"aitchison_pc0.1",0.98,100
4,"prevalence",0.75,2,154,"aitchison_pc1",0.98,100
4,"prevalence",0.75,2,154,"bray",0.15,100
4,"prevalence",0.75,2,154,"euclidean",0.02,100
4,"prevalence",0.75,2,154,"jaccard",1,100
4,"prevalence",0.8,2,154,"AHC_euclidean",0.38,100
4,"prevalence",0.8,2,154,"ILR_euclidean_pc0.01",1,100
4,"prevalence",0.8,2,154,"ILR_euclidean_pc0.1",1,100
4,"prevalence",0.8,2,154,"ILR_euclidean_pc0.5",1,100
4,"prevalence",0.8,2,154,"ILR_euclidean_pc1",1,100
4,"prevalence",0.8,2,154,"aitchison",1,100
4,"prevalence",0.8,2,154,"aitchison_pc0.01",1,100
4,"prevalence",0.8,2,154,"aitchison_pc0.1",1,100
4,"prevalence",0.8,2,154,"aitchison_pc1",1,100
4,"prevalence",0.8,2,154,"bray",0.28,100
4,"prevalence",0.8,2,154,"euclidean",0.09,100
4,"prevalence",0.8,2,154,"jaccard",1,100
4,"prevalence",0.85,2,154,"AHC_euclidean",0.44,100
4,"prevalence",0.85,2,154,"ILR_euclidean_pc0.01",1,100
4,"prevalence",0.85,2,154,"ILR_euclidean_pc0.1",1,100
4,"prevalence",0.85,2,154,"ILR_euclidean_pc0.5",1,100
4,"prevalence",0.85,2,154,"ILR_euclidean_pc1",1,100
4,"prevalence",0.85,2,154,"aitchison",1,100
4,"prevalence",0.85,2,154,"aitchison_pc0.01",1,100
4,"prevalence",0.85,2,154,"aitchison_pc0.1",1,100
4,"prevalence",0.85,2,154,"aitchison_pc1",1,100
4,"prevalence",0.85,2,154,"bray",0.34,100
4,"prevalence",0.85,2,154,"euclidean",0.11,100
4,"prevalence",0.85,2,154,"jaccard",1,100
4,"prevalence",0.9,2,154,"AHC_euclidean",0.39,100
4,"prevalence",0.9,2,154,"ILR_euclidean_pc0.01",1,100
4,"prevalence",0.9,2,154,"ILR_euclidean_pc0.1",1,100
4,"prevalence",0.9,2,154,"ILR_euclidean_pc0.5",1,100
4,"prevalence",0.9,2,154,"ILR_euclidean_pc1",1,100
4,"prevalence",0.9,2,154,"aitchison",1,100
4,"prevalence",0.9,2,154,"aitchison_pc0.01",1,100
4,"prevalence",0.9,2,154,"aitchison_pc0.1",1,100
4,"prevalence",0.9,2,154,"aitchison_pc1",1,100
4,"prevalence",0.9,2,154,"bray",0.3,100
4,"prevalence",0.9,2,154,"euclidean",0.07,100
4,"prevalence",0.9,2,154,"jaccard",1,100
4,"prevalence",0.95,2,154,"AHC_euclidean",0.46,100
4,"prevalence",0.95,2,154,"ILR_euclidean_pc0.01",1,100
4,"prevalence",0.95,2,154,"ILR_euclidean_pc0.1",1,100
4,"prevalence",0.95,2,154,"ILR_euclidean_pc0.5",1,100
4,"prevalence",0.95,2,154,"ILR_euclidean_pc1",1,100
4,"prevalence",0.95,2,154,"aitchison",1,100
4,"prevalence",0.95,2,154,"aitchison_pc0.01",1,100
4,"prevalence",0.95,2,154,"aitchison_pc0.1",1,100
4,"prevalence",0.95,2,154,"aitchison_pc1",1,100
4,"prevalence",0.95,2,154,"bray",0.3,100
4,"prevalence",0.95,2,154,"euclidean",0.07,100
4,"prevalence",0.95,2,154,"jaccard",1,100
4,"prevalence",1,2,154,"AHC_euclidean",0.57,100
4,"prevalence",1,2,154,"ILR_euclidean_pc0.01",1,100
4,"prevalence",1,2,154,"ILR_euclidean_pc0.1",1,100
4,"prevalence",1,2,154,"ILR_euclidean_pc0.5",1,100
4,"prevalence",1,2,154,"ILR_euclidean_pc1",1,100
4,"prevalence",1,2,154,"aitchison",1,100
4,"prevalence",1,2,154,"aitchison_pc0.01",1,100
4,"prevalence",1,2,154,"aitchison_pc0.1",1,100
4,"prevalence",1,2,154,"aitchison_pc1",1,100
4,"prevalence",1,2,154,"bray",0.35,100
4,"prevalence",1,2,154,"euclidean",0.04,100
4,"prevalence",1,2,154,"jaccard",1,100
6,"abundance",0.05,2,103,"AHC_euclidean",0.02,100
6,"abundance",0.05,2,103,"ILR_euclidean_pc0.01",0.05,100
6,"abundance",0.05,2,103,"ILR_euclidean_pc0.1",0.07,100
6,"abundance",0.05,2,103,"ILR_euclidean_pc0.5",0.06,100
6,"abundance",0.05,2,103,"ILR_euclidean_pc1",0.07,100
6,"abundance",0.05,2,103,"aitchison",0.07,100
6,"abundance",0.05,2,103,"aitchison_pc0.01",0.06,100
6,"abundance",0.05,2,103,"aitchison_pc0.1",0.06,100
6,"abundance",0.05,2,103,"aitchison_pc1",0.06,100
6,"abundance",0.05,2,103,"bray",0.03,100
6,"abundance",0.05,2,103,"euclidean",0.07,100
6,"abundance",0.05,2,103,"jaccard",0.06,100
6,"abundance",0.1,2,103,"AHC_euclidean",0.02,100
6,"abundance",0.1,2,103,"ILR_euclidean_pc0.01",0.08,100
6,"abundance",0.1,2,103,"ILR_euclidean_pc0.1",0.09,100
6,"abundance",0.1,2,103,"ILR_euclidean_pc0.5",0.08,100
6,"abundance",0.1,2,103,"ILR_euclidean_pc1",0.07,100
6,"abundance",0.1,2,103,"aitchison",0.07,100
6,"abundance",0.1,2,103,"aitchison_pc0.01",0.09,100
6,"abundance",0.1,2,103,"aitchison_pc0.1",0.09,100
6,"abundance",0.1,2,103,"aitchison_pc1",0.06,100
6,"abundance",0.1,2,103,"bray",0.03,100
6,"abundance",0.1,2,103,"euclidean",0.05,100
6,"abundance",0.1,2,103,"jaccard",0.06,100
6,"abundance",0.15,2,103,"AHC_euclidean",0.07,100
6,"abundance",0.15,2,103,"ILR_euclidean_pc0.01",0.02,100
6,"abundance",0.15,2,103,"ILR_euclidean_pc0.1",0.03,100
6,"abundance",0.15,2,103,"ILR_euclidean_pc0.5",0.03,100
6,"abundance",0.15,2,103,"ILR_euclidean_pc1",0.03,100
6,"abundance",0.15,2,103,"aitchison",0.02,100
6,"abundance",0.15,2,103,"aitchison_pc0.01",0.02,100
6,"abundance",0.15,2,103,"aitchison_pc0.1",0.02,100
6,"abundance",0.15,2,103,"aitchison_pc1",0.03,100
6,"abundance",0.15,2,103,"bray",0.06,100
6,"abundance",0.15,2,103,"euclidean",0.08,100
6,"abundance",0.15,2,103,"jaccard",0.04,100
6,"abundance",0.2,2,103,"AHC_euclidean",0.07,100
6,"abundance",0.2,2,103,"ILR_euclidean_pc0.01",0.08,100
6,"abundance",0.2,2,103,"ILR_euclidean_pc0.1",0.06,100
6,"abundance",0.2,2,103,"ILR_euclidean_pc0.5",0.07,100
6,"abundance",0.2,2,103,"ILR_euclidean_pc1",0.07,100
6,"abundance",0.2,2,103,"aitchison",0.08,100
6,"abundance",0.2,2,103,"aitchison_pc0.01",0.06,100
6,"abundance",0.2,2,103,"aitchison_pc0.1",0.06,100
6,"abundance",0.2,2,103,"aitchison_pc1",0.08,100
6,"abundance",0.2,2,103,"bray",0.08,100
6,"abundance",0.2,2,103,"euclidean",0.05,100
6,"abundance",0.2,2,103,"jaccard",0.06,100
6,"abundance",0.25,2,103,"AHC_euclidean",0.15,100
6,"abundance",0.25,2,103,"ILR_euclidean_pc0.01",0.03,100
6,"abundance",0.25,2,103,"ILR_euclidean_pc0.1",0.04,100
6,"abundance",0.25,2,103,"ILR_euclidean_pc0.5",0.03,100
6,"abundance",0.25,2,103,"ILR_euclidean_pc1",0.03,100
6,"abundance",0.25,2,103,"aitchison",0.03,100
6,"abundance",0.25,2,103,"aitchison_pc0.01",0.03,100
6,"abundance",0.25,2,103,"aitchison_pc0.1",0.04,100
6,"abundance",0.25,2,103,"aitchison_pc1",0.03,100
6,"abundance",0.25,2,103,"bray",0.13,100
6,"abundance",0.25,2,103,"euclidean",0.12,100
6,"abundance",0.25,2,103,"jaccard",0.03,100
6,"abundance",0.3,2,103,"AHC_euclidean",0.13,100
6,"abundance",0.3,2,103,"ILR_euclidean_pc0.01",0.04,100
6,"abundance",0.3,2,103,"ILR_euclidean_pc0.1",0.06,100
6,"abundance",0.3,2,103,"ILR_euclidean_pc0.5",0.07,100
6,"abundance",0.3,2,103,"ILR_euclidean_pc1",0.06,100
6,"abundance",0.3,2,103,"aitchison",0.06,100
6,"abundance",0.3,2,103,"aitchison_pc0.01",0.05,100
6,"abundance",0.3,2,103,"aitchison_pc0.1",0.06,100
6,"abundance",0.3,2,103,"aitchison_pc1",0.07,100
6,"abundance",0.3,2,103,"bray",0.17,100
6,"abundance",0.3,2,103,"euclidean",0.19,100
6,"abundance",0.3,2,103,"jaccard",0.05,100
6,"abundance",0.35,2,103,"AHC_euclidean",0.17,100
6,"abundance",0.35,2,103,"ILR_euclidean_pc0.01",0.02,100
6,"abundance",0.35,2,103,"ILR_euclidean_pc0.1",0.01,100
6,"abundance",0.35,2,103,"ILR_euclidean_pc0.5",0.02,100
6,"abundance",0.35,2,103,"ILR_euclidean_pc1",0.03,100
6,"abundance",0.35,2,103,"aitchison",0.01,100
6,"abundance",0.35,2,103,"aitchison_pc0.01",0.01,100
6,"abundance",0.35,2,103,"aitchison_pc0.1",0.02,100
6,"abundance",0.35,2,103,"aitchison_pc1",0.03,100
6,"abundance",0.35,2,103,"bray",0.17,100
6,"abundance",0.35,2,103,"euclidean",0.15,100
6,"abundance",0.35,2,103,"jaccard",0.03,100
6,"abundance",0.4,2,103,"AHC_euclidean",0.28,100
6,"abundance",0.4,2,103,"ILR_euclidean_pc0.01",0.06,100
6,"abundance",0.4,2,103,"ILR_euclidean_pc0.1",0.05,100
6,"abundance",0.4,2,103,"ILR_euclidean_pc0.5",0.06,100
6,"abundance",0.4,2,103,"ILR_euclidean_pc1",0.07,100
6,"abundance",0.4,2,103,"aitchison",0.06,100
6,"abundance",0.4,2,103,"aitchison_pc0.01",0.05,100
6,"abundance",0.4,2,103,"aitchison_pc0.1",0.06,100
6,"abundance",0.4,2,103,"aitchison_pc1",0.07,100
6,"abundance",0.4,2,103,"bray",0.28,100
6,"abundance",0.4,2,103,"euclidean",0.24,100
6,"abundance",0.4,2,103,"jaccard",0.05,100
6,"abundance",0.45,2,103,"AHC_euclidean",0.31,100
6,"abundance",0.45,2,103,"ILR_euclidean_pc0.01",0.05,100
6,"abundance",0.45,2,103,"ILR_euclidean_pc0.1",0.07,100
6,"abundance",0.45,2,103,"ILR_euclidean_pc0.5",0.08,100
6,"abundance",0.45,2,103,"ILR_euclidean_pc1",0.08,100
6,"abundance",0.45,2,103,"aitchison",0.09,100
6,"abundance",0.45,2,103,"aitchison_pc0.01",0.05,100
6,"abundance",0.45,2,103,"aitchison_pc0.1",0.07,100
6,"abundance",0.45,2,103,"aitchison_pc1",0.1,100
6,"abundance",0.45,2,103,"bray",0.37,100
6,"abundance",0.45,2,103,"euclidean",0.21,100
6,"abundance",0.45,2,103,"jaccard",0.02,100
6,"abundance",0.5,2,103,"AHC_euclidean",0.34,100
6,"abundance",0.5,2,103,"ILR_euclidean_pc0.01",0.06,100
6,"abundance",0.5,2,103,"ILR_euclidean_pc0.1",0.06,100
6,"abundance",0.5,2,103,"ILR_euclidean_pc0.5",0.07,100
6,"abundance",0.5,2,103,"ILR_euclidean_pc1",0.06,100
6,"abundance",0.5,2,103,"aitchison",0.07,100
6,"abundance",0.5,2,103,"aitchison_pc0.01",0.06,100
6,"abundance",0.5,2,103,"aitchison_pc0.1",0.07,100
6,"abundance",0.5,2,103,"aitchison_pc1",0.09,100
6,"abundance",0.5,2,103,"bray",0.37,100
6,"abundance",0.5,2,103,"euclidean",0.27,100
6,"abundance",0.5,2,103,"jaccard",0.03,100
6,"abundance",0.55,2,103,"AHC_euclidean",0.42,100
6,"abundance",0.55,2,103,"ILR_euclidean_pc0.01",0.04,100
6,"abundance",0.55,2,103,"ILR_euclidean_pc0.1",0.03,100
6,"abundance",0.55,2,103,"ILR_euclidean_pc0.5",0.03,100
6,"abundance",0.55,2,103,"ILR_euclidean_pc1",0.03,100
6,"abundance",0.55,2,103,"aitchison",0.04,100
6,"abundance",0.55,2,103,"aitchison_pc0.01",0.05,100
6,"abundance",0.55,2,103,"aitchison_pc0.1",0.03,100
6,"abundance",0.55,2,103,"aitchison_pc1",0.04,100
6,"abundance",0.55,2,103,"bray",0.48,100
6,"abundance",0.55,2,103,"euclidean",0.29,100
6,"abundance",0.55,2,103,"jaccard",0.05,100
6,"abundance",0.6,2,103,"AHC_euclidean",0.67,100
6,"abundance",0.6,2,103,"ILR_euclidean_pc0.01",0.06,100
6,"abundance",0.6,2,103,"ILR_euclidean_pc0.1",0.08,100
6,"abundance",0.6,2,103,"ILR_euclidean_pc0.5",0.11,100
6,"abundance",0.6,2,103,"ILR_euclidean_pc1",0.14,100
6,"abundance",0.6,2,103,"aitchison",0.11,100
6,"abundance",0.6,2,103,"aitchison_pc0.01",0.06,100
6,"abundance",0.6,2,103,"aitchison_pc0.1",0.08,100
6,"abundance",0.6,2,103,"aitchison_pc1",0.09,100
6,"abundance",0.6,2,103,"bray",0.74,100
6,"abundance",0.6,2,103,"euclidean",0.44,100
6,"abundance",0.6,2,103,"jaccard",0.05,100
6,"abundance",0.65,2,103,"AHC_euclidean",0.67,100
6,"abundance",0.65,2,103,"ILR_euclidean_pc0.01",0.06,100
6,"abundance",0.65,2,103,"ILR_euclidean_pc0.1",0.08,100
6,"abundance",0.65,2,103,"ILR_euclidean_pc0.5",0.1,100
6,"abundance",0.65,2,103,"ILR_euclidean_pc1",0.13,100
6,"abundance",0.65,2,103,"aitchison",0.12,100
6,"abundance",0.65,2,103,"aitchison_pc0.01",0.06,100
6,"abundance",0.65,2,103,"aitchison_pc0.1",0.07,100
6,"abundance",0.65,2,103,"aitchison_pc1",0.12,100
6,"abundance",0.65,2,103,"bray",0.76,100
6,"abundance",0.65,2,103,"euclidean",0.5,100
6,"abundance",0.65,2,103,"jaccard",0.03,100
6,"abundance",0.7,2,103,"AHC_euclidean",0.71,100
6,"abundance",0.7,2,103,"ILR_euclidean_pc0.01",0.08,100
6,"abundance",0.7,2,103,"ILR_euclidean_pc0.1",0.11,100
6,"abundance",0.7,2,103,"ILR_euclidean_pc0.5",0.16,100
6,"abundance",0.7,2,103,"ILR_euclidean_pc1",0.18,100
6,"abundance",0.7,2,103,"aitchison",0.14,100
6,"abundance",0.7,2,103,"aitchison_pc0.01",0.05,100
6,"abundance",0.7,2,103,"aitchison_pc0.1",0.11,100
6,"abundance",0.7,2,103,"aitchison_pc1",0.16,100
6,"abundance",0.7,2,103,"bray",0.77,100
6,"abundance",0.7,2,103,"euclidean",0.5,100
6,"abundance",0.7,2,103,"jaccard",0.07,100
6,"abundance",0.75,2,103,"AHC_euclidean",0.84,100
6,"abundance",0.75,2,103,"ILR_euclidean_pc0.01",0.04,100
6,"abundance",0.75,2,103,"ILR_euclidean_pc0.1",0.06,100
6,"abundance",0.75,2,103,"ILR_euclidean_pc0.5",0.11,100
6,"abundance",0.75,2,103,"ILR_euclidean_pc1",0.18,100
6,"abundance",0.75,2,103,"aitchison",0.12,100
6,"abundance",0.75,2,103,"aitchison_pc0.01",0.05,100
6,"abundance",0.75,2,103,"aitchison_pc0.1",0.07,100
6,"abundance",0.75,2,103,"aitchison_pc1",0.17,100
6,"abundance",0.75,2,103,"bray",0.92,100
6,"abundance",0.75,2,103,"euclidean",0.62,100
6,"abundance",0.75,2,103,"jaccard",0.02,100
6,"abundance",0.8,2,103,"AHC_euclidean",0.84,100
6,"abundance",0.8,2,103,"ILR_euclidean_pc0.01",0.07,100
6,"abundance",0.8,2,103,"ILR_euclidean_pc0.1",0.11,100
6,"abundance",0.8,2,103,"ILR_euclidean_pc0.5",0.14,100
6,"abundance",0.8,2,103,"ILR_euclidean_pc1",0.16,100
6,"abundance",0.8,2,103,"aitchison",0.14,100
6,"abundance",0.8,2,103,"aitchison_pc0.01",0.08,100
6,"abundance",0.8,2,103,"aitchison_pc0.1",0.1,100
6,"abundance",0.8,2,103,"aitchison_pc1",0.16,100
6,"abundance",0.8,2,103,"bray",0.89,100
6,"abundance",0.8,2,103,"euclidean",0.63,100
6,"abundance",0.8,2,103,"jaccard",0.05,100
6,"abundance",0.85,2,103,"AHC_euclidean",0.92,100
6,"abundance",0.85,2,103,"ILR_euclidean_pc0.01",0.1,100
6,"abundance",0.85,2,103,"ILR_euclidean_pc0.1",0.12,100
6,"abundance",0.85,2,103,"ILR_euclidean_pc0.5",0.19,100
6,"abundance",0.85,2,103,"ILR_euclidean_pc1",0.22,100
6,"abundance",0.85,2,103,"aitchison",0.19,100
6,"abundance",0.85,2,103,"aitchison_pc0.01",0.09,100
6,"abundance",0.85,2,103,"aitchison_pc0.1",0.15,100
6,"abundance",0.85,2,103,"aitchison_pc1",0.21,100
6,"abundance",0.85,2,103,"bray",0.97,100
6,"abundance",0.85,2,103,"euclidean",0.65,100
6,"abundance",0.85,2,103,"jaccard",0.03,100
6,"abundance",0.9,2,103,"AHC_euclidean",0.97,100
6,"abundance",0.9,2,103,"ILR_euclidean_pc0.01",0.07,100
6,"abundance",0.9,2,103,"ILR_euclidean_pc0.1",0.13,100
6,"abundance",0.9,2,103,"ILR_euclidean_pc0.5",0.22,100
6,"abundance",0.9,2,103,"ILR_euclidean_pc1",0.31,100
6,"abundance",0.9,2,103,"aitchison",0.23,100
6,"abundance",0.9,2,103,"aitchison_pc0.01",0.08,100
6,"abundance",0.9,2,103,"aitchison_pc0.1",0.12,100
6,"abundance",0.9,2,103,"aitchison_pc1",0.33,100
6,"abundance",0.9,2,103,"bray",0.96,100
6,"abundance",0.9,2,103,"euclidean",0.71,100
6,"abundance",0.9,2,103,"jaccard",0.03,100
6,"abundance",0.95,2,103,"AHC_euclidean",0.97,100
6,"abundance",0.95,2,103,"ILR_euclidean_pc0.01",0.08,100
6,"abundance",0.95,2,103,"ILR_euclidean_pc0.1",0.12,100
6,"abundance",0.95,2,103,"ILR_euclidean_pc0.5",0.23,100
6,"abundance",0.95,2,103,"ILR_euclidean_pc1",0.26,100
6,"abundance",0.95,2,103,"aitchison",0.21,100
6,"abundance",0.95,2,103,"aitchison_pc0.01",0.07,100
6,"abundance",0.95,2,103,"aitchison_pc0.1",0.11,100
6,"abundance",0.95,2,103,"aitchison_pc1",0.26,100
6,"abundance",0.95,2,103,"bray",0.97,100
6,"abundance",0.95,2,103,"euclidean",0.8,100
6,"abundance",0.95,2,103,"jaccard",0.02,100
6,"abundance",1,2,103,"AHC_euclidean",1,100
6,"abundance",1,2,103,"ILR_euclidean_pc0.01",0.15,100
6,"abundance",1,2,103,"ILR_euclidean_pc0.1",0.22,100
6,"abundance",1,2,103,"ILR_euclidean_pc0.5",0.31,100
6,"abundance",1,2,103,"ILR_euclidean_pc1",0.44,100
6,"abundance",1,2,103,"aitchison",0.32,100
6,"abundance",1,2,103,"aitchison_pc0.01",0.16,100
6,"abundance",1,2,103,"aitchison_pc0.1",0.21,100
6,"abundance",1,2,103,"aitchison_pc1",0.41,100
6,"abundance",1,2,103,"bray",1,100
6,"abundance",1,2,103,"euclidean",0.9,100
6,"abundance",1,2,103,"jaccard",0.1,100
6,"both",0.05,2,103,"AHC_euclidean",0.03,100
6,"both",0.05,2,103,"ILR_euclidean_pc0.01",0.01,100
6,"both",0.05,2,103,"ILR_euclidean_pc0.1",0.01,100
6,"both",0.05,2,103,"ILR_euclidean_pc0.5",0.01,100
6,"both",0.05,2,103,"ILR_euclidean_pc1",0.01,100
6,"both",0.05,2,103,"aitchison",0.01,100
6,"both",0.05,2,103,"aitchison_pc0.01",0.01,100
6,"both",0.05,2,103,"aitchison_pc0.1",0.02,100
6,"both",0.05,2,103,"aitchison_pc1",0.01,100
6,"both",0.05,2,103,"bray",0.05,100
6,"both",0.05,2,103,"euclidean",0.05,100
6,"both",0.05,2,103,"jaccard",0.02,100
6,"both",0.1,2,103,"AHC_euclidean",0.05,100
6,"both",0.1,2,103,"ILR_euclidean_pc0.01",0.05,100
6,"both",0.1,2,103,"ILR_euclidean_pc0.1",0.03,100
6,"both",0.1,2,103,"ILR_euclidean_pc0.5",0.03,100
6,"both",0.1,2,103,"ILR_euclidean_pc1",0.03,100
6,"both",0.1,2,103,"aitchison",0.03,100
6,"both",0.1,2,103,"aitchison_pc0.01",0.02,100
6,"both",0.1,2,103,"aitchison_pc0.1",0.03,100
6,"both",0.1,2,103,"aitchison_pc1",0.03,100
6,"both",0.1,2,103,"bray",0.04,100
6,"both",0.1,2,103,"euclidean",0.04,100
6,"both",0.1,2,103,"jaccard",0.02,100
6,"both",0.15,2,103,"AHC_euclidean",0.09,100
6,"both",0.15,2,103,"ILR_euclidean_pc0.01",0.09,100
6,"both",0.15,2,103,"ILR_euclidean_pc0.1",0.09,100
6,"both",0.15,2,103,"ILR_euclidean_pc0.5",0.08,100
6,"both",0.15,2,103,"ILR_euclidean_pc1",0.06,100
6,"both",0.15,2,103,"aitchison",0.07,100
6,"both",0.15,2,103,"aitchison_pc0.01",0.1,100
6,"both",0.15,2,103,"aitchison_pc0.1",0.08,100
6,"both",0.15,2,103,"aitchison_pc1",0.09,100
6,"both",0.15,2,103,"bray",0.07,100
6,"both",0.15,2,103,"euclidean",0.03,100
6,"both",0.15,2,103,"jaccard",0.09,100
6,"both",0.2,2,103,"AHC_euclidean",0.09,100
6,"both",0.2,2,103,"ILR_euclidean_pc0.01",0.13,100
6,"both",0.2,2,103,"ILR_euclidean_pc0.1",0.14,100
6,"both",0.2,2,103,"ILR_euclidean_pc0.5",0.14,100
6,"both",0.2,2,103,"ILR_euclidean_pc1",0.14,100
6,"both",0.2,2,103,"aitchison",0.14,100
6,"both",0.2,2,103,"aitchison_pc0.01",0.13,100
6,"both",0.2,2,103,"aitchison_pc0.1",0.12,100
6,"both",0.2,2,103,"aitchison_pc1",0.14,100
6,"both",0.2,2,103,"bray",0.12,100
6,"both",0.2,2,103,"euclidean",0.06,100
6,"both",0.2,2,103,"jaccard",0.11,100
6,"both",0.25,2,103,"AHC_euclidean",0.14,100
6,"both",0.25,2,103,"ILR_euclidean_pc0.01",0.12,100
6,"both",0.25,2,103,"ILR_euclidean_pc0.1",0.11,100
6,"both",0.25,2,103,"ILR_euclidean_pc0.5",0.11,100
6,"both",0.25,2,103,"ILR_euclidean_pc1",0.11,100
6,"both",0.25,2,103,"aitchison",0.11,100
6,"both",0.25,2,103,"aitchison_pc0.01",0.1,100
6,"both",0.25,2,103,"aitchison_pc0.1",0.11,100
6,"both",0.25,2,103,"aitchison_pc1",0.1,100
6,"both",0.25,2,103,"bray",0.16,100
6,"both",0.25,2,103,"euclidean",0.09,100
6,"both",0.25,2,103,"jaccard",0.1,100
6,"both",0.3,2,103,"AHC_euclidean",0.2,100
6,"both",0.3,2,103,"ILR_euclidean_pc0.01",0.17,100
6,"both",0.3,2,103,"ILR_euclidean_pc0.1",0.17,100
6,"both",0.3,2,103,"ILR_euclidean_pc0.5",0.19,100
6,"both",0.3,2,103,"ILR_euclidean_pc1",0.2,100
6,"both",0.3,2,103,"aitchison",0.22,100
6,"both",0.3,2,103,"aitchison_pc0.01",0.2,100
6,"both",0.3,2,103,"aitchison_pc0.1",0.19,100
6,"both",0.3,2,103,"aitchison_pc1",0.21,100
6,"both",0.3,2,103,"bray",0.15,100
6,"both",0.3,2,103,"euclidean",0.15,100
6,"both",0.3,2,103,"jaccard",0.14,100
6,"both",0.35,2,103,"AHC_euclidean",0.35,100
6,"both",0.35,2,103,"ILR_euclidean_pc0.01",0.24,100
6,"both",0.35,2,103,"ILR_euclidean_pc0.1",0.29,100
6,"both",0.35,2,103,"ILR_euclidean_pc0.5",0.29,100
6,"both",0.35,2,103,"ILR_euclidean_pc1",0.33,100
6,"both",0.35,2,103,"aitchison",0.3,100
6,"both",0.35,2,103,"aitchison_pc0.01",0.25,100
6,"both",0.35,2,103,"aitchison_pc0.1",0.28,100
6,"both",0.35,2,103,"aitchison_pc1",0.32,100
6,"both",0.35,2,103,"bray",0.33,100
6,"both",0.35,2,103,"euclidean",0.16,100
6,"both",0.35,2,103,"jaccard",0.11,100
6,"both",0.4,2,103,"AHC_euclidean",0.54,100
6,"both",0.4,2,103,"ILR_euclidean_pc0.01",0.36,100
6,"both",0.4,2,103,"ILR_euclidean_pc0.1",0.39,100
6,"both",0.4,2,103,"ILR_euclidean_pc0.5",0.49,100
6,"both",0.4,2,103,"ILR_euclidean_pc1",0.53,100
6,"both",0.4,2,103,"aitchison",0.47,100
6,"both",0.4,2,103,"aitchison_pc0.01",0.36,100
6,"both",0.4,2,103,"aitchison_pc0.1",0.38,100
6,"both",0.4,2,103,"aitchison_pc1",0.52,100
6,"both",0.4,2,103,"bray",0.47,100
6,"both",0.4,2,103,"euclidean",0.14,100
6,"both",0.4,2,103,"jaccard",0.23,100
6,"both",0.45,2,103,"AHC_euclidean",0.71,100
6,"both",0.45,2,103,"ILR_euclidean_pc0.01",0.58,100
6,"both",0.45,2,103,"ILR_euclidean_pc0.1",0.64,100
6,"both",0.45,2,103,"ILR_euclidean_pc0.5",0.71,100
6,"both",0.45,2,103,"ILR_euclidean_pc1",0.73,100
6,"both",0.45,2,103,"aitchison",0.69,100
6,"both",0.45,2,103,"aitchison_pc0.01",0.58,100
6,"both",0.45,2,103,"aitchison_pc0.1",0.66,100
6,"both",0.45,2,103,"aitchison_pc1",0.73,100
6,"both",0.45,2,103,"bray",0.63,100
6,"both",0.45,2,103,"euclidean",0.3,100
6,"both",0.45,2,103,"jaccard",0.4,100
6,"both",0.5,2,103,"AHC_euclidean",0.7,100
6,"both",0.5,2,103,"ILR_euclidean_pc0.01",0.69,100
6,"both",0.5,2,103,"ILR_euclidean_pc0.1",0.72,100
6,"both",0.5,2,103,"ILR_euclidean_pc0.5",0.75,100
6,"both",0.5,2,103,"ILR_euclidean_pc1",0.76,100
6,"both",0.5,2,103,"aitchison",0.74,100
6,"both",0.5,2,103,"aitchison_pc0.01",0.69,100
6,"both",0.5,2,103,"aitchison_pc0.1",0.73,100
6,"both",0.5,2,103,"aitchison_pc1",0.75,100
6,"both",0.5,2,103,"bray",0.61,100
6,"both",0.5,2,103,"euclidean",0.31,100
6,"both",0.5,2,103,"jaccard",0.52,100
6,"both",0.55,2,103,"AHC_euclidean",0.86,100
6,"both",0.55,2,103,"ILR_euclidean_pc0.01",0.75,100
6,"both",0.55,2,103,"ILR_euclidean_pc0.1",0.81,100
6,"both",0.55,2,103,"ILR_euclidean_pc0.5",0.89,100
6,"both",0.55,2,103,"ILR_euclidean_pc1",0.89,100
6,"both",0.55,2,103,"aitchison",0.89,100
6,"both",0.55,2,103,"aitchison_pc0.01",0.76,100
