"BootstrapIteration","Outcome","WindowEnd","Window","Estimate"
1501,"HRIC alpha diversity",30,"Day 1-30",0.0162520757779679
1501,"HRIC distance to personal baseline",30,"Day 1-30",-0.248869732610225
1501,"HRIC alpha diversity",60,"Day 1-60",0.00636825971961825
1501,"HRIC distance to personal baseline",60,"Day 1-60",-0.177637115072072
1502,"HRIC alpha diversity",30,"Day 1-30",0.00778736384802216
1502,"HRIC distance to personal baseline",30,"Day 1-30",-0.394994041241735
1502,"HRIC alpha diversity",60,"Day 1-60",0.00669332198094108
1502,"HRIC distance to personal baseline",60,"Day 1-60",-0.347073474147145
1503,"HRIC alpha diversity",30,"Day 1-30",0.0215563013873473
1503,"HRIC distance to personal baseline",30,"Day 1-30",-0.363557737723029
1503,"HRIC alpha diversity",60,"Day 1-60",0.0142626815427637
1503,"HRIC distance to personal baseline",60,"Day 1-60",-0.271330189637468
1504,"HRIC alpha diversity",30,"Day 1-30",0.0243969560817707
1504,"HRIC distance to personal baseline",30,"Day 1-30",-0.450557938383336
1504,"HRIC alpha diversity",60,"Day 1-60",0.0227378817988784
1504,"HRIC distance to personal baseline",60,"Day 1-60",-0.445307575746466
1505,"HRIC alpha diversity",30,"Day 1-30",0.0142226432573706
1505,"HRIC distance to personal baseline",30,"Day 1-30",-0.376447963921558
1505,"HRIC alpha diversity",60,"Day 1-60",0.00970883778992505
1505,"HRIC distance to personal baseline",60,"Day 1-60",-0.314954138180788
1506,"HRIC alpha diversity",30,"Day 1-30",0.00701849941745646
1506,"HRIC distance to personal baseline",30,"Day 1-30",-0.435038594257304
1506,"HRIC alpha diversity",60,"Day 1-60",-0.00737641610645442
1506,"HRIC distance to personal baseline",60,"Day 1-60",-0.209623040620175
1507,"HRIC alpha diversity",30,"Day 1-30",0.0162059524140603
1507,"HRIC distance to personal baseline",30,"Day 1-30",-0.384906028138915
1507,"HRIC alpha diversity",60,"Day 1-60",0.0129590557475088
1507,"HRIC distance to personal baseline",60,"Day 1-60",-0.356072897411309
1508,"HRIC alpha diversity",30,"Day 1-30",0.021486209556999
1508,"HRIC distance to personal baseline",30,"Day 1-30",-0.551167609568888
1508,"HRIC alpha diversity",60,"Day 1-60",0.0230560155005071
1508,"HRIC distance to personal baseline",60,"Day 1-60",-0.512914478887726
1509,"HRIC alpha diversity",30,"Day 1-30",-0.00219850046654215
1509,"HRIC distance to personal baseline",30,"Day 1-30",-0.303162232951085
1509,"HRIC alpha diversity",60,"Day 1-60",-0.00094821371266246
1509,"HRIC distance to personal baseline",60,"Day 1-60",-0.210405951876068
1510,"HRIC alpha diversity",30,"Day 1-30",0.00129245175514516
1510,"HRIC distance to personal baseline",30,"Day 1-30",-0.130362681186221
1510,"HRIC alpha diversity",60,"Day 1-60",-0.000591401199581206
1510,"HRIC distance to personal baseline",60,"Day 1-60",-0.0545926212766907
1511,"HRIC alpha diversity",30,"Day 1-30",0.0224966959576265
1511,"HRIC distance to personal baseline",30,"Day 1-30",-0.447188252817107
1511,"HRIC alpha diversity",60,"Day 1-60",0.0182606064476308
1511,"HRIC distance to personal baseline",60,"Day 1-60",-0.417380435988475
1512,"HRIC alpha diversity",30,"Day 1-30",0.0140595369030833
1512,"HRIC distance to personal baseline",30,"Day 1-30",-0.3467063584578
1512,"HRIC alpha diversity",60,"Day 1-60",0.0177634876294207
1512,"HRIC distance to personal baseline",60,"Day 1-60",-0.392400164895925
1513,"HRIC alpha diversity",30,"Day 1-30",0.0267928659989058
1513,"HRIC distance to personal baseline",30,"Day 1-30",-0.529397689259016
1513,"HRIC alpha diversity",60,"Day 1-60",0.0169982936105003
1513,"HRIC distance to personal baseline",60,"Day 1-60",-0.448499978712463
1514,"HRIC alpha diversity",30,"Day 1-30",0.0398954428487417
1514,"HRIC distance to personal baseline",30,"Day 1-30",-0.52323945031897
1514,"HRIC alpha diversity",60,"Day 1-60",0.0274692000424324
1514,"HRIC distance to personal baseline",60,"Day 1-60",-0.350947141573293
1515,"HRIC alpha diversity",30,"Day 1-30",0.00869799898842789
1515,"HRIC distance to personal baseline",30,"Day 1-30",-0.308916584931198
1515,"HRIC alpha diversity",60,"Day 1-60",0.0122604063280252
1515,"HRIC distance to personal baseline",60,"Day 1-60",-0.343892275519922
1516,"HRIC alpha diversity",30,"Day 1-30",0.0284609603185116
1516,"HRIC distance to personal baseline",30,"Day 1-30",-0.555545495580448
1516,"HRIC alpha diversity",60,"Day 1-60",0.0138808889377758
1516,"HRIC distance to personal baseline",60,"Day 1-60",-0.361829982111944
1517,"HRIC alpha diversity",30,"Day 1-30",0.0232533809831742
1517,"HRIC distance to personal baseline",30,"Day 1-30",-0.495285695957078
1517,"HRIC alpha diversity",60,"Day 1-60",0.011926575082997
1517,"HRIC distance to personal baseline",60,"Day 1-60",-0.347045539589878
1518,"HRIC alpha diversity",30,"Day 1-30",0.0247391242235442
1518,"HRIC distance to personal baseline",30,"Day 1-30",-0.366518912463403
1518,"HRIC alpha diversity",60,"Day 1-60",0.014433437473638
1518,"HRIC distance to personal baseline",60,"Day 1-60",-0.283798667166028
1519,"HRIC alpha diversity",30,"Day 1-30",0.0322905100194362
1519,"HRIC distance to personal baseline",30,"Day 1-30",-0.504496279762574
1519,"HRIC alpha diversity",60,"Day 1-60",0.0192832170445701
1519,"HRIC distance to personal baseline",60,"Day 1-60",-0.332418417134963
1520,"HRIC alpha diversity",30,"Day 1-30",-0.00133743746283453
1520,"HRIC distance to personal baseline",30,"Day 1-30",-0.261430199318222
1520,"HRIC alpha diversity",60,"Day 1-60",0.00680227904157983
1520,"HRIC distance to personal baseline",60,"Day 1-60",-0.353695963090545
1521,"HRIC alpha diversity",30,"Day 1-30",0.0208607521278305
1521,"HRIC distance to personal baseline",30,"Day 1-30",-0.356711674236576
1521,"HRIC alpha diversity",60,"Day 1-60",0.0138962865239827
1521,"HRIC distance to personal baseline",60,"Day 1-60",-0.208703684354429
1522,"HRIC alpha diversity",30,"Day 1-30",0.0246719988880765
1522,"HRIC distance to personal baseline",30,"Day 1-30",-0.474421887796058
1522,"HRIC alpha diversity",60,"Day 1-60",0.0169920688595188
1522,"HRIC distance to personal baseline",60,"Day 1-60",-0.309614734377362
1523,"HRIC alpha diversity",30,"Day 1-30",0.0243086204888975
1523,"HRIC distance to personal baseline",30,"Day 1-30",-0.552985174610839
1523,"HRIC alpha diversity",60,"Day 1-60",0.0191090228207098
1523,"HRIC distance to personal baseline",60,"Day 1-60",-0.425985346653543
1524,"HRIC alpha diversity",30,"Day 1-30",0.0200733097639061
1524,"HRIC distance to personal baseline",30,"Day 1-30",-0.324784281291374
1524,"HRIC alpha diversity",60,"Day 1-60",0.0209566912232209
1524,"HRIC distance to personal baseline",60,"Day 1-60",-0.318518489303514
1525,"HRIC alpha diversity",30,"Day 1-30",0.0276819230967075
1525,"HRIC distance to personal baseline",30,"Day 1-30",-0.410386874737389
1525,"HRIC alpha diversity",60,"Day 1-60",0.0237030259663001
1525,"HRIC distance to personal baseline",60,"Day 1-60",-0.367182388801032
1526,"HRIC alpha diversity",30,"Day 1-30",0.0119051861584748
1526,"HRIC distance to personal baseline",30,"Day 1-30",-0.522016299644574
1526,"HRIC alpha diversity",60,"Day 1-60",7.61101977522858e-05
1526,"HRIC distance to personal baseline",60,"Day 1-60",-0.327060410444171
1527,"HRIC alpha diversity",30,"Day 1-30",0.0217448721478824
1527,"HRIC distance to personal baseline",30,"Day 1-30",-0.445401702781089
1527,"HRIC alpha diversity",60,"Day 1-60",0.00873682861244927
1527,"HRIC distance to personal baseline",60,"Day 1-60",-0.291524897011839
1528,"HRIC alpha diversity",30,"Day 1-30",0.0118193462240772
1528,"HRIC distance to personal baseline",30,"Day 1-30",-0.454873039154054
1528,"HRIC alpha diversity",60,"Day 1-60",0.00232960187691691
1528,"HRIC distance to personal baseline",60,"Day 1-60",-0.311567917639464
1529,"HRIC alpha diversity",30,"Day 1-30",0.027516841542412
1529,"HRIC distance to personal baseline",30,"Day 1-30",-0.555128973391056
1529,"HRIC alpha diversity",60,"Day 1-60",0.0202293551035334
1529,"HRIC distance to personal baseline",60,"Day 1-60",-0.437634152561746
1530,"HRIC alpha diversity",30,"Day 1-30",0.0280918157425432
1530,"HRIC distance to personal baseline",30,"Day 1-30",-0.599455119255751
1530,"HRIC alpha diversity",60,"Day 1-60",0.0240893317983563
1530,"HRIC distance to personal baseline",60,"Day 1-60",-0.551171300752858
1531,"HRIC alpha diversity",30,"Day 1-30",0.00511061782384683
1531,"HRIC distance to personal baseline",30,"Day 1-30",-0.253045426189167
1531,"HRIC alpha diversity",60,"Day 1-60",0.00788793384791663
1531,"HRIC distance to personal baseline",60,"Day 1-60",-0.20036314575419
1532,"HRIC alpha diversity",30,"Day 1-30",0.0212017687656473
1532,"HRIC distance to personal baseline",30,"Day 1-30",-0.487569520382288
1532,"HRIC alpha diversity",60,"Day 1-60",0.0155650217662172
1532,"HRIC distance to personal baseline",60,"Day 1-60",-0.367211135314415
1533,"HRIC alpha diversity",30,"Day 1-30",0.0217356104003261
1533,"HRIC distance to personal baseline",30,"Day 1-30",-0.501215960899361
1533,"HRIC alpha diversity",60,"Day 1-60",0.022421150438248
1533,"HRIC distance to personal baseline",60,"Day 1-60",-0.474848384260203
1534,"HRIC alpha diversity",30,"Day 1-30",0.0264217666472584
1534,"HRIC distance to personal baseline",30,"Day 1-30",-0.402496755472125
1534,"HRIC alpha diversity",60,"Day 1-60",0.0167700796276458
1534,"HRIC distance to personal baseline",60,"Day 1-60",-0.307500886397441
1535,"HRIC alpha diversity",30,"Day 1-30",-0.00607197592364838
1535,"HRIC distance to personal baseline",30,"Day 1-30",-0.217446757237933
1535,"HRIC alpha diversity",60,"Day 1-60",0.0042662032329806
1535,"HRIC distance to personal baseline",60,"Day 1-60",-0.332690746959246
1536,"HRIC alpha diversity",30,"Day 1-30",0.0219992399121679
1536,"HRIC distance to personal baseline",30,"Day 1-30",-0.455014908584074
1536,"HRIC alpha diversity",60,"Day 1-60",0.0257493931411359
1536,"HRIC distance to personal baseline",60,"Day 1-60",-0.434626162495495
1537,"HRIC alpha diversity",30,"Day 1-30",0.00489044359573922
1537,"HRIC distance to personal baseline",30,"Day 1-30",-0.344511352614405
1537,"HRIC alpha diversity",60,"Day 1-60",0.00242590073029797
1537,"HRIC distance to personal baseline",60,"Day 1-60",-0.265922436071144
1538,"HRIC alpha diversity",30,"Day 1-30",0.032712530636606
1538,"HRIC distance to personal baseline",30,"Day 1-30",-0.43966562898521
1538,"HRIC alpha diversity",60,"Day 1-60",0.0226224870559396
1538,"HRIC distance to personal baseline",60,"Day 1-60",-0.337666941078809
1539,"HRIC alpha diversity",30,"Day 1-30",0.00670108945348658
1539,"HRIC distance to personal baseline",30,"Day 1-30",-0.269065855684612
1539,"HRIC alpha diversity",60,"Day 1-60",-0.00238409299073216
1539,"HRIC distance to personal baseline",60,"Day 1-60",-0.163093387223653
1540,"HRIC alpha diversity",30,"Day 1-30",0.0410206758288374
1540,"HRIC distance to personal baseline",30,"Day 1-30",-0.559521877827729
1540,"HRIC alpha diversity",60,"Day 1-60",0.0229211395508475
1540,"HRIC distance to personal baseline",60,"Day 1-60",-0.336583142532839
1541,"HRIC alpha diversity",30,"Day 1-30",0.0191003422627239
1541,"HRIC distance to personal baseline",30,"Day 1-30",-0.555434791529409
1541,"HRIC alpha diversity",60,"Day 1-60",0.0174583933782346
1541,"HRIC distance to personal baseline",60,"Day 1-60",-0.474338696760153
1542,"HRIC alpha diversity",30,"Day 1-30",0.033019762081139
1542,"HRIC distance to personal baseline",30,"Day 1-30",-0.606817456183286
1542,"HRIC alpha diversity",60,"Day 1-60",0.0255676707720863
1542,"HRIC distance to personal baseline",60,"Day 1-60",-0.441244802108061
1543,"HRIC alpha diversity",30,"Day 1-30",0.00293932431825129
1543,"HRIC distance to personal baseline",30,"Day 1-30",-0.350208576305516
1543,"HRIC alpha diversity",60,"Day 1-60",0.00497081359458124
1543,"HRIC distance to personal baseline",60,"Day 1-60",-0.282553638605657
1544,"HRIC alpha diversity",30,"Day 1-30",0.0130004705593814
1544,"HRIC distance to personal baseline",30,"Day 1-30",-0.456892156547339
1544,"HRIC alpha diversity",60,"Day 1-60",0.00723217507079424
1544,"HRIC distance to personal baseline",60,"Day 1-60",-0.368614358799898
1545,"HRIC alpha diversity",30,"Day 1-30",0.0228504756721577
1545,"HRIC distance to personal baseline",30,"Day 1-30",-0.469499270020027
1545,"HRIC alpha diversity",60,"Day 1-60",0.0158642126648952
1545,"HRIC distance to personal baseline",60,"Day 1-60",-0.407651400857015
1546,"HRIC alpha diversity",30,"Day 1-30",0.0113859400666269
1546,"HRIC distance to personal baseline",30,"Day 1-30",-0.48681481798936
1546,"HRIC alpha diversity",60,"Day 1-60",0.0113283815397618
1546,"HRIC distance to personal baseline",60,"Day 1-60",-0.441765455706916
1547,"HRIC alpha diversity",30,"Day 1-30",0.01430027228531
1547,"HRIC distance to personal baseline",30,"Day 1-30",-0.494574740638915
1547,"HRIC alpha diversity",60,"Day 1-60",-0.00268382783597034
1547,"HRIC distance to personal baseline",60,"Day 1-60",-0.376202934687785
1548,"HRIC alpha diversity",30,"Day 1-30",0.0264925741388021
1548,"HRIC distance to personal baseline",30,"Day 1-30",-0.508377069357253
1548,"HRIC alpha diversity",60,"Day 1-60",0.0139678188905063
1548,"HRIC distance to personal baseline",60,"Day 1-60",-0.34865844717284
1549,"HRIC alpha diversity",30,"Day 1-30",0.0331448693496016
1549,"HRIC distance to personal baseline",30,"Day 1-30",-0.488393303046929
1549,"HRIC alpha diversity",60,"Day 1-60",0.0258541597489518
1549,"HRIC distance to personal baseline",60,"Day 1-60",-0.339788463917044
1550,"HRIC alpha diversity",30,"Day 1-30",0.0256571947241059
1550,"HRIC distance to personal baseline",30,"Day 1-30",-0.449975344992229
1550,"HRIC alpha diversity",60,"Day 1-60",0.0181992068245861
1550,"HRIC distance to personal baseline",60,"Day 1-60",-0.34246047729161
1551,"HRIC alpha diversity",30,"Day 1-30",0.0353831213633616
1551,"HRIC distance to personal baseline",30,"Day 1-30",-0.357686339445788
1551,"HRIC alpha diversity",60,"Day 1-60",0.0260450051859784
1551,"HRIC distance to personal baseline",60,"Day 1-60",-0.303644186125108
1552,"HRIC alpha diversity",30,"Day 1-30",0.000662014814295887
1552,"HRIC distance to personal baseline",30,"Day 1-30",-0.243363285475827
1552,"HRIC alpha diversity",60,"Day 1-60",0.00124838763771782
1552,"HRIC distance to personal baseline",60,"Day 1-60",-0.176699079644781
1553,"HRIC alpha diversity",30,"Day 1-30",0.006961871712639
1553,"HRIC distance to personal baseline",30,"Day 1-30",-0.4447099532739
1553,"HRIC alpha diversity",60,"Day 1-60",-0.00776790429190678
1553,"HRIC distance to personal baseline",60,"Day 1-60",-0.23384591039627
1554,"HRIC alpha diversity",30,"Day 1-30",0.0248955492956609
1554,"HRIC distance to personal baseline",30,"Day 1-30",-0.414767930322917
1554,"HRIC alpha diversity",60,"Day 1-60",0.0165218939275959
1554,"HRIC distance to personal baseline",60,"Day 1-60",-0.297074262447283
1555,"HRIC alpha diversity",30,"Day 1-30",0.0289740814835783
1555,"HRIC distance to personal baseline",30,"Day 1-30",-0.508742667632495
1555,"HRIC alpha diversity",60,"Day 1-60",0.00700749843303687
1555,"HRIC distance to personal baseline",60,"Day 1-60",-0.295195398871997
1556,"HRIC alpha diversity",30,"Day 1-30",0.0267717761309666
1556,"HRIC distance to personal baseline",30,"Day 1-30",-0.481773229581793
1556,"HRIC alpha diversity",60,"Day 1-60",0.0146537745414931
1556,"HRIC distance to personal baseline",60,"Day 1-60",-0.420137243717721
1557,"HRIC alpha diversity",30,"Day 1-30",0.0260673852693665
1557,"HRIC distance to personal baseline",30,"Day 1-30",-0.449774506956346
1557,"HRIC alpha diversity",60,"Day 1-60",0.0184044269344913
1557,"HRIC distance to personal baseline",60,"Day 1-60",-0.302450366463336
1558,"HRIC alpha diversity",30,"Day 1-30",0.00904778143252757
1558,"HRIC distance to personal baseline",30,"Day 1-30",-0.463719767080292
1558,"HRIC alpha diversity",60,"Day 1-60",-0.00481123290076083
1558,"HRIC distance to personal baseline",60,"Day 1-60",-0.301377534471109
1559,"HRIC alpha diversity",30,"Day 1-30",0.0375053781667345
1559,"HRIC distance to personal baseline",30,"Day 1-30",-0.468048637063058
1559,"HRIC alpha diversity",60,"Day 1-60",0.0146775476117271
1559,"HRIC distance to personal baseline",60,"Day 1-60",-0.310820954506419
1560,"HRIC alpha diversity",30,"Day 1-30",0.0267372543785936
1560,"HRIC distance to personal baseline",30,"Day 1-30",-0.44704553482718
1560,"HRIC alpha diversity",60,"Day 1-60",0.0168253829908491
1560,"HRIC distance to personal baseline",60,"Day 1-60",-0.344806335303347
1561,"HRIC alpha diversity",30,"Day 1-30",0.0124512270317832
1561,"HRIC distance to personal baseline",30,"Day 1-30",-0.410939721576033
1561,"HRIC alpha diversity",60,"Day 1-60",0.000593554457747218
1561,"HRIC distance to personal baseline",60,"Day 1-60",-0.276630752907115
1562,"HRIC alpha diversity",30,"Day 1-30",0.0161442482032399
1562,"HRIC distance to personal baseline",30,"Day 1-30",-0.643727413804233
1562,"HRIC alpha diversity",60,"Day 1-60",0.0160027551492893
1562,"HRIC distance to personal baseline",60,"Day 1-60",-0.565754437671599
1563,"HRIC alpha diversity",30,"Day 1-30",0.0150218743547562
1563,"HRIC distance to personal baseline",30,"Day 1-30",-0.341542947477236
1563,"HRIC alpha diversity",60,"Day 1-60",0.0181872090216701
1563,"HRIC distance to personal baseline",60,"Day 1-60",-0.297605168864329
1564,"HRIC alpha diversity",30,"Day 1-30",0.0235553605289134
1564,"HRIC distance to personal baseline",30,"Day 1-30",-0.540916746917422
1564,"HRIC alpha diversity",60,"Day 1-60",0.0190816404732922
1564,"HRIC distance to personal baseline",60,"Day 1-60",-0.403006908104795
1565,"HRIC alpha diversity",30,"Day 1-30",0.0117778804180506
1565,"HRIC distance to personal baseline",30,"Day 1-30",-0.450373159640942
1565,"HRIC alpha diversity",60,"Day 1-60",-0.00230422766538147
1565,"HRIC distance to personal baseline",60,"Day 1-60",-0.261632201781541
1566,"HRIC alpha diversity",30,"Day 1-30",0.0291465289746558
1566,"HRIC distance to personal baseline",30,"Day 1-30",-0.528810103405204
1566,"HRIC alpha diversity",60,"Day 1-60",0.0152005022880718
