"Taxon","total_count","prevalence_n","prevalence_fraction","mean_relative_abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"FQ032809.3870.5383",29226,41,0.236994219653179,0.00782994657276497,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","uncultured"
"FQ032815.3262.4778",1739,79,0.456647398843931,0.000474781297376962,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","NS10"
"FQ032816.6456.7971",11729,41,0.236994219653179,0.00283089289116454,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","NS11-12",NA
"FQ032818.7149.8653",855,43,0.248554913294798,0.000237212457830531,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","uncultured","uncultured"
"FQ032819.21712.23225",1908,53,0.30635838150289,0.000445612659737097,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"FQ032825.6410.7925",8749,120,0.69364161849711,0.00222204001209275,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"FQ032827.10327.11842",1864,155,0.895953757225434,0.000459750193142718,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS7",NA
"FQ032830.13921.15433",11069,125,0.722543352601156,0.00315137128475423,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum"
"FQ032831.23484.24997",169,29,0.167630057803468,5.0859811505848e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella"
"FR683217.1.1443",3667,85,0.491329479768786,0.00104636149338761,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"FR683219.1.1498",741,58,0.335260115606936,0.000206695118923093,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","OM43"
"FR683232.1.1453",72,36,0.208092485549133,1.9582832140385e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR683248.1.1497",104,23,0.132947976878613,2.27588492269323e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium"
"FR683324.1.1436",96,21,0.121387283236994,2.76383586431101e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudohongiella"
"FR683336.1.1497",148,26,0.15028901734104,3.77624162269361e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium"
"FR683347.1.1507",319,37,0.213872832369942,8.24347023559964e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Balneatrix"
"FR683378.1.1485",206,32,0.184971098265896,6.16176188652508e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa"
"FR683412.1.1495",104,37,0.213872832369942,3.18429829611067e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"FR683443.1.1480",66,30,0.173410404624277,1.792960404971e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa"
"FR683581.1.1480",189,23,0.132947976878613,5.99885559780447e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Ulvibacter"
"FR683585.1.1447",222,50,0.289017341040462,6.37006331607118e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR683596.1.1495",638,34,0.196531791907514,0.000169178115165703,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Luminiphilus"
"FR683691.1.1438",66,46,0.265895953757225,1.73804017020324e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR683722.1.1470",521,59,0.341040462427746,0.000140647479828574,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","OM43"
"FR683729.1.1455",3331,120,0.69364161849711,0.000950537770844607,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR683813.1.1481",279,36,0.208092485549133,8.7933707397908e-05,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Ilumatobacter"
"FR683900.1.1492",4553,46,0.265895953757225,0.00118165858413704,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92"
"FR684034.1.1488",392,69,0.398843930635838,0.000113917396404201,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR684053.1.1487",1187,81,0.468208092485549,0.00036438211949382,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria",NA,NA
"FR684107.1.1445",108,56,0.323699421965318,3.1984278304786e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR684349.1.1497",203,26,0.15028901734104,5.11504668408714e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium"
"FR684358.1.1487",872,75,0.433526011560694,0.000271244614612204,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria",NA,NA
"FR684471.1.1499",88,28,0.161849710982659,2.52278020666015e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","OM43"
"FR684492.1.1431",1631,84,0.485549132947977,0.0004764499258737,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR684516.1.1440",129,73,0.421965317919075,3.82060521136811e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR684579.1.1445",82,42,0.242774566473988,2.47966203762484e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR684614.1.1497",404,33,0.190751445086705,0.00010010772952419,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"FR684657.1.1448",685,75,0.433526011560694,0.000188966273817826,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"FR684661.1.1487",336,20,0.115606936416185,8.92232655846222e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92"
"FR684677.1.1437",782,79,0.456647398843931,0.0002237188181665,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR684684.1.1492",1531,40,0.23121387283237,0.000385859738196227,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92"
"FR684789.1.1494",862,74,0.427745664739884,0.000233203186843884,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92"
"FR684966.1.1497",428,46,0.265895953757225,0.000133315172572823,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","OM43"
"FR685064.1.1469",67,21,0.121387283236994,1.82525715854572e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"FR685081.1.1445",245,90,0.520231213872832,6.66766480960662e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR685096.1.1495",1270,30,0.173410404624277,0.000364993005314644,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","Porticoccus"
"FR685135.1.1501",63,36,0.208092485549133,1.7606354173479e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92"
"FR685388.1.1488",108,26,0.15028901734104,3.08844246677625e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"FR685392.1.1449",3382,78,0.450867052023121,0.000848829095592041,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR685476.1.1436",60,45,0.260115606936416,1.70108840811958e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR685503.1.1435",71,56,0.323699421965318,1.90082818674734e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR685529.1.1448",80,61,0.352601156069364,2.32144960470089e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR685613.1.1438",74,43,0.248554913294798,2.15989737874246e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"FR685887.1.1491",675,35,0.202312138728324,0.000223748637654294,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"FR686124.1.1499",2302,111,0.641618497109827,0.000529583734688191,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"FR686228.1.1491",1393,88,0.508670520231214,0.000422575359393623,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","OM43"
"FR686338.1.1480",335,31,0.179190751445087,8.78384915181747e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FR872582.370012.371557",69,35,0.202312138728324,1.57593256567867e-05,"Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Simkaniaceae","Simkania"
"FR874295.1.1778",1425,57,0.329479768786127,0.000400686608993687,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","Mamiellales"
"FR874313.1.1787",614,18,0.104046242774566,0.000172249255373182,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysophyceae","E222"
"FR874449.1.1809",816,40,0.23121387283237,0.000220716330507631,"Eukaryota","SAR","Rhizaria","Cercozoa","Chlorarachniophyta","NOR26"
"FR874489.1.1787",54,18,0.104046242774566,1.50383605267779e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysophyceae","E222"
"FR874497.1.1778",92,32,0.184971098265896,2.36429777525644e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysophyceae","E222"
"FR874528.1.1775",114,31,0.179190751445087,2.98740347162338e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysophyceae","E222"
"FR874701.1.1786",153,38,0.219653179190751,4.01131313762571e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysophyceae","E222"
"FR874766.1.1794",212,24,0.138728323699422,5.6879495769351e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"FR874767.1.1785",84,29,0.167630057803468,2.58831566665152e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysophyceae","E222"
"GAMG01019100.45.1508",1450,108,0.624277456647399,0.000379838093280782,"Bacteria","Cyanobacteria","Chloroplast","Prymnesium",NA,NA
"GBXU01016321.16.1495",1697,42,0.242774566473988,0.000493894693202238,"Eukaryota","Opisthokonta","Holozoa","Metazoa",NA,NA
"GCVF01000023.1.1812",274,41,0.236994219653179,6.16865539937808e-05,"Eukaryota","Amoebozoa","Discosea","Flabellinia","Vannellida","Platyamoeba"
"GCVF01003767.177.1680",167,26,0.15028901734104,3.48149747566827e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","NS11-12",NA
"GQ009460.1.1319",104,32,0.184971098265896,2.60198343441297e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"GQ246374.1.1522",99,30,0.173410404624277,2.25402952613199e-05,"Bacteria","Planctomycetes","OM190","uncultured",NA,NA
"GQ246416.1.1499",58,19,0.109826589595376,1.10613575409113e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured"
"GQ250623.1.1490",174,26,0.15028901734104,5.04023384773644e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula"
"GQ259213.1.1416",3734,73,0.421965317919075,0.00103498998066551,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ259223.1.1452",101,31,0.179190751445087,2.71239577546573e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","uncultured"
"GQ259226.1.1483",3284,60,0.346820809248555,0.0012882671646523,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"GQ259251.1.1447",473,34,0.196531791907514,0.000120970458280921,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","uncultured"
"GQ274099.1.1475",252,32,0.184971098265896,9.82490370648696e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Rhodobium"
"GQ274223.1.1392",51,25,0.144508670520231,1.08261531550673e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria",NA,NA
"GQ274237.1.1462",80,32,0.184971098265896,2.03240894769565e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius"
"GQ337094.1.1520",5717,129,0.745664739884393,0.00133066641000414,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"GQ337095.1.1485",353,42,0.242774566473988,7.30612149963872e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324",NA,NA
"GQ337096.1.1497",198,39,0.225433526011561,4.47162325431586e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"GQ337099.1.1474",133,39,0.225433526011561,2.87357383598275e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"GQ337103.1.1481",163,19,0.109826589595376,3.26739624662554e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337105.1.1472",251,23,0.132947976878613,5.17731468673876e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337107.1.1475",2289,45,0.260115606936416,0.000466558224376608,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured"
"GQ337118.1.1471",723,108,0.624277456647399,0.000155801656599592,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337119.1.1479",247,24,0.138728323699422,5.10857657526572e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337123.1.1475",566,43,0.248554913294798,0.000118649490828415,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337154.1.1460",295,33,0.190751445086705,6.72651963741776e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","uncultured"
"GQ337156.1.1450",762,68,0.393063583815029,0.000169932490277617,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337158.1.1453",462,91,0.526011560693642,0.000101101030928975,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"GQ337162.1.1465",1763,59,0.341040462427746,0.000321876509534971,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337163.1.1448",7878,151,0.872832369942196,0.00171336083259456,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337165.1.1513",924,32,0.184971098265896,0.000230197137725253,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"GQ337166.1.1435",471,83,0.479768786127168,0.00010200496250075,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337167.1.1526",712,73,0.421965317919075,0.00016102691595361,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"GQ337168.1.1436",742,104,0.601156069364162,0.000169804053445909,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337171.1.1500",1279,22,0.127167630057803,0.00035792281893236,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudohongiella"
"GQ337172.1.1468",241,59,0.341040462427746,5.34241712632902e-05,"Bacteria","Cyanobacteria","ML635J-21","uncultured",NA,NA
"GQ337174.1.1450",587,37,0.213872832369942,0.00012960269727481,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337176.1.1436",2713,136,0.786127167630058,0.000580388259856132,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337178.1.1462",60,23,0.132947976878613,1.36453182802374e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"GQ337185.1.1459",57,18,0.104046242774566,1.32548102186022e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337186.1.1466",111,23,0.132947976878613,2.38802461198686e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337187.1.1474",132,24,0.138728323699422,2.73474338645252e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337194.1.1446",501,63,0.364161849710983,0.000102721097600725,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337198.1.1474",553,34,0.196531791907514,0.000115363954835433,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337204.1.1522",144,27,0.15606936416185,3.14946077989758e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"GQ337206.1.1468",192,25,0.144508670520231,3.99404085699022e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337207.1.1463",249,31,0.179190751445087,5.32106154877823e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337209.1.1448",721,78,0.450867052023121,0.000157714392343363,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337218.1.1501",340,32,0.184971098265896,7.5514990379432e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"GQ337220.1.1506",466,32,0.184971098265896,9.59996511071968e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"GQ337221.1.1465",2500,100,0.578034682080925,0.000507007569077238,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337222.1.1523",108,38,0.219653179190751,2.42346326374538e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"GQ337223.1.1520",951,53,0.30635838150289,0.000290106725757754,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","OM182",NA
"GQ337224.1.1436",962,81,0.468208092485549,0.00020855061478919,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337232.1.1456",122,36,0.208092485549133,2.98137834813456e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"GQ337234.1.1475",1132,30,0.173410404624277,0.000238038835951644,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337239.1.1435",1031,136,0.786127167630058,0.000262291499507122,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337245.1.1436",1589,91,0.526011560693642,0.000441588549129253,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337252.1.1477",82,29,0.167630057803468,1.79509208987065e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337267.1.1475",1038,30,0.173410404624277,0.00022207340979618,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"GQ337284.1.1474",356,39,0.225433526011561,0.000105404250832239,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospira"
"GQ337300.1.1452",265,33,0.190751445086705,8.3155724417743e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"GQ337305.1.1493",1356,122,0.705202312138728,0.000376860594544608,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","uncultured"
"GQ337307.1.1517",343,39,0.225433526011561,8.91995362929105e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","uncultured"
"GQ337311.1.1437",413,122,0.705202312138728,0.000103132324462763,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337312.1.1435",676,95,0.549132947976879,0.000158644364385911,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ337321.1.1520",1054,87,0.502890173410405,0.000222134670510967,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"GQ346736.1.1344",86,21,0.121387283236994,2.57353652250384e-05,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996",NA
"GQ346748.1.1362",1493,44,0.254335260115607,0.000490377738837253,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"GQ346773.1.1318",371,67,0.38728323699422,0.000108790591066641,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"GQ346777.1.1323",96,32,0.184971098265896,2.38215012308897e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ346790.1.1321",2789,140,0.809248554913295,0.000755025883726625,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"GQ346793.1.1351",279,38,0.219653179190751,6.74024657498266e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"GQ346795.1.1321",1463,107,0.61849710982659,0.000340058583398604,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"GQ346798.1.1341",201,45,0.260115606936416,4.51191527558527e-05,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OM1",NA
